image_path,class,width,height,format,mode,duplicate,label,split
dataset\Apple___Black_rot\image (424).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (356).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (341).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1411).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (1490).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1592).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (470).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (171).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (787).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Black_rot\image (445).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___healthy\image (551).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (825).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (58).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (456).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (222).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (605).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1417).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (449).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (209).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1197).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (623).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1415).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (454).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (437).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (272).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (1153).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1424).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (755).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (848).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (1201).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (101).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1499).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (205).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (396).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (1568).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (238).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Cedar_apple_rust\image (271).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (51).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (744).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (515).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (220).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (431).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (706).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (801).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (180).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (87).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (491).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1383).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (576).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1337).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (266).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,test
dataset\Apple___healthy\image (1465).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1072).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (592).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (506).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (402).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___healthy\image (530).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (1282).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (62).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (963).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (162).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1145).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (791).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Black_rot\image (219).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___healthy\image (701).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (925).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (103).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (552).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (48).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1421).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (362).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (395).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Cedar_apple_rust\image (85).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (1561).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1581).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (286).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (693).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (518).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1453).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (375).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (244).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (267).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Cedar_apple_rust\image (68).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (1076).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Black_rot\image (311).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (626).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (406).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (39).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (545).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (454).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1611).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (592).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (7).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (48).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (132).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1530).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (625).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (99).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (746).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (60).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (72).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (398).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1610).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (554).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (44).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___healthy\image (316).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (835).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (30).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1386).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (593).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___Black_rot\image (175).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___healthy\image (772).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (666).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (125).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Apple_scab\image (152).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (875).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (57).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (353).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (656).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (66).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (284).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Cedar_apple_rust\image (54).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,validation
dataset\Apple___healthy\image (1521).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (238).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (1288).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (140).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (779).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (95).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (450).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (617).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (877).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (254).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (699).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (49).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Black_rot\image (196).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1336).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (393).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (997).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (161).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (261).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1604).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (1137).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (248).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (948).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Apple_scab\image (144).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (211).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (425).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (440).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (715).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1034).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (294).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (449).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (1551).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1579).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (379).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (603).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___healthy\image (628).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (1061).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (199).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (533).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (352).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (559).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___healthy\image (1378).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (594).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1178).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (439).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (798).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (1123).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (546).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1373).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (499).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (954).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (1001).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (129).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___Black_rot\image (304).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (1352).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1010).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (256).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (241).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (250).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1310).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (126).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,validation
dataset\Apple___healthy\image (221).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1298).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (58).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (1474).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (370).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (204).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___healthy\image (1003).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (76).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (348).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (922).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (998).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1014).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Apple_scab\image (451).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___Apple_scab\image (591).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___healthy\image (1154).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (582).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1139).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (53).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (431).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Cedar_apple_rust\image (261).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Black_rot\image (273).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (114).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (82).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (571).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___healthy\image (263).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (88).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (63).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (371).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (133).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1107).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (43).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (302).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (584).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (509).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Black_rot\image (229).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (35).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (276).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1043).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (412).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (698).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (363).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (16).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (800).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1049).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (164).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (504).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1516).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (211).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (370).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1208).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (816).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (454).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1535).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (424).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (792).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1449).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1091).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (154).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (901).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Apple_scab\image (80).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___Black_rot\image (153).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___Apple_scab\image (504).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (216).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (465).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___Cedar_apple_rust\image (115).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (1011).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1234).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1237).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (9).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (5).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (629).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1050).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (181).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (543).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1331).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (728).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Apple_scab\image (541).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___Cedar_apple_rust\image (262).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (643).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (785).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (253).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (468).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
